customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,external_id,name,email,segment,status,region,province,city,barangay,service_type,plan_type,notes
2137-DQMEV,Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,2508.7999999999997,167084.4,No,,,,SMB,At-Risk,Region I (Ilocos Region),Ilocos Norte,Dumalneg,Poblacion,Cable,Business,
8174-LNWMW,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1170.3999999999999,38603.6,No,,,,Startup,Active,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dumingag,Maligaya,Mobile,Family,
9279-CJEOJ,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5342.400000000001,113405.59999999999,No,,,,Enterprise,Active,Region I (Ilocos Region),Ilocos Norte,City of Batac,Poblacion,DSL,Prepaid,
7964-VEXDG,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,4499.599999999999,97843.2,No,,,,SMB,At-Risk,National Capital Region (NCR),NCR,City of Taguig,San Isidro,Wireless,Prepaid,
2404-JIBFC,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4765.599999999999,260845.19999999998,No,,,,Startup,At-Risk,Region V (Bicol Region),Sorsogon,Casiguran,West,Mobile,Postpaid,
0778-NELLA,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1943.2000000000003,16581.600000000002,Yes,,,,SMB,At-Risk,Region XI (Davao Region),Davao Occidental,Don Marcelino,Maligaya,Wireless,Business,
8029-XYPWT,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6442.8,448929.60000000003,No,,,,Residential,Active,Region VII (Central Visayas),Bohol,Balilihan,San Vicente,DSL,Postpaid,
4614-NUVZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4541.599999999999,4541.599999999999,Yes,,,,Enterprise,At-Risk,National Capital Region (NCR),NCR,City of Malabon,Bagong Silang,Wireless,Family,
4632-PAOYU,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1117.2,24276.0,No,,,,Residential,Active,Region XI (Davao Region),Davao del Sur,City of Digos,Santo Nino,Cable,Prepaid,
3803-KMQFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1150.8,1150.8,Yes,,,,Enterprise,At-Risk,Region XI (Davao Region),Davao Oriental,San Isidro,San Vicente,Mobile,Business,
6804-GDMOI,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5969.599999999999,359990.39999999997,Yes,,,,Residential,At-Risk,National Capital Region (NCR),NCR,City of Valenzuela,Santo Nino,Mobile,Postpaid,
2990-OGYTD,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4824.400000000001,329495.60000000003,No,,,,Residential,Active,MIMAROPA Region,Palawan,Busuanga,Santo Nino,Wireless,Business,
6646-JPPHA,Female,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,4415.599999999999,58452.799999999996,No,,,,Startup,Active,National Capital Region (NCR),NCR,City of Malabon,Maligaya,Wireless,Postpaid,
9572-MTILT,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,5978.0,350162.39999999997,Yes,,,,Startup,Active,Region I (Ilocos Region),Ilocos Sur,Lidlidda,Santa Maria,Mobile,Prepaid,
7658-UYUQS,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),4846.8,104006.0,No,,,,Startup,At-Risk,MIMAROPA Region,Romblon,San Fernando,Bagong Silang,DSL,Unlimited,
7880-XSOJX,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,2374.4,8198.4,No,,,,SMB,At-Risk,Cordillera Administrative Region (CAR),Benguet,Sablan,Bagong Silang,Mobile,Family,
9611-CTWIH,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5009.2,13465.199999999999,Yes,,,,Residential,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Basilan,Tipo-Tipo,East,Mobile,Prepaid,
4589-IUAJB,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1358.0,96552.40000000001,No,,,,Residential,Active,Negros Island Region (NIR),Negros Oriental,Ayungon,Santa Cruz,DSL,Postpaid,
0329-GTIAJ,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5482.400000000001,17656.8,Yes,,,,SMB,At-Risk,Region VII (Central Visayas),Cebu,Aloguinsan,San Jose,Cable,Business,
8746-BFOAJ,Male,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1148.0,24054.8,No,,,,Enterprise,At-Risk,Region XII (SOCCSKSARGEN),Sarangani,Maitum,Centro,Cable,Prepaid,
8457-XIGKN,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1097.6000000000001,19944.399999999998,No,,,,Enterprise,Active,Region XIII (Caraga),Surigao del Norte,San Benito,San Jose,DSL,Business,
6072-NUQCB,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1134.0,27342.0,No,,,,Residential,At-Risk,Region VI (Western Visayas),Antique,Culasi,Maligaya,Cable,Family,
6629-CZTTH,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,3119.2000000000003,3119.2000000000003,Yes,,,,Enterprise,Active,Region VI (Western Visayas),Guimaras,San Lorenzo,San Isidro,Cable,Family,
8838-GPHZP,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1153.6000000000001,72727.2,No,,,,Enterprise,Active,Region XIII (Caraga),Agusan del Sur,San Francisco,East,Mobile,Prepaid,
8750-QWZAJ,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1108.8,77210.0,No,,,,Startup,At-Risk,Region IX (Zamboanga Peninsula),Sulu,Siasi,Poblacion,Mobile,Unlimited,
5364-EVNIB,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,4468.8,54513.200000000004,Yes,,,,Startup,At-Risk,Region VIII (Eastern Visayas),Samar,Basey,San Juan,Cable,Business,
6918-UMQCG,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4491.2,21518.0,No,,,,Enterprise,Active,Cordillera Administrative Region (CAR),Ifugao,Lamut,Maligaya,Mobile,Family,
0675-NCDYU,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6518.400000000001,478422.0,No,,,,Residential,At-Risk,Region VI (Western Visayas),Antique,San Jose,East,Mobile,Unlimited,
6339-DKLMK,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1772.3999999999999,21837.2,No,,,,Startup,Active,Cordillera Administrative Region (CAR),Abra,Lagayan,San Isidro,Fiber,Business,
1346-PJWTK,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),5272.400000000001,320983.60000000003,No,,,,SMB,At-Risk,Region X (Northern Mindanao),Misamis Oriental,Initao,West,Mobile,Family,
5088-QZLRL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1156.3999999999999,1156.3999999999999,No,,,,Residential,At-Risk,Region I (Ilocos Region),Pangasinan,Villasis,San Isidro,DSL,Postpaid,
8023-QHAIO,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),4303.599999999999,239442.0,No,,,,Residential,At-Risk,Region IX (Zamboanga Peninsula),Sulu,Tongkil,Poblacion,Mobile,Business,
4397-FRLTA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1128.3999999999999,4732.0,No,,,,Startup,At-Risk,Region V (Bicol Region),Catanduanes,Pandan,East,Fiber,Postpaid,
3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,3094.0,107749.59999999999,No,,,,Residential,At-Risk,Region X (Northern Mindanao),Bukidnon,Cabanglasan,San Roque,DSL,Family,
5087-SUURX,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2186.7999999999997,37511.6,Yes,,,,Residential,Active,Region I (Ilocos Region),La Union,Aringay,Poblacion,Cable,Business,
2302-OUZXB,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),4600.400000000001,323920.8,No,,,,Startup,At-Risk,Region XI (Davao Region),Davao Oriental,Banaybanay,Poblacion,Mobile,Business,
8133-ANHHJ,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),5768.0,289307.2,No,,,,Startup,Active,Region IV-A (CALABARZON),Rizal,Cainta,Mabini,DSL,Business,
2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),5325.599999999999,227390.80000000002,No,,,,Startup,At-Risk,Region XIII (Caraga),Surigao del Sur,San Miguel,East,Mobile,Business,
0013-EXCHZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,4698.400000000001,14974.399999999998,Yes,,,,SMB,At-Risk,Region III (Central Luzon),Zambales,Cabangan,San Juan,Fiber,Unlimited,
5982-FPVQN,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,5328.400000000001,197839.6,No,,,,Residential,At-Risk,Region II (Cagayan Valley),Isabela,City of Ilagan,Poblacion,Wireless,Postpaid,
9107-UKCKY,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,4468.8,275228.8,No,,,,SMB,Active,Region IV-A (CALABARZON),Quezon,Guinayangan,Mabini,Wireless,Business,
4654-ULTTN,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),4188.8,297684.8,No,,,,Residential,Active,Region X (Northern Mindanao),Misamis Occidental,City of Oroquieta,San Roque,Wireless,Unlimited,
5550-VFRLC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3911.5999999999995,3911.5999999999995,Yes,,,,Startup,Active,Cordillera Administrative Region (CAR),Ifugao,Tinoc,Santa Maria,DSL,Business,
5546-BYZSM,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1145.2,43433.6,No,,,,Residential,Active,Region I (Ilocos Region),Ilocos Sur,Lidlidda,Bagong Silang,Cable,Postpaid,
1492-KGETH,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),4387.599999999999,304973.2,No,,,,Startup,Active,Region X (Northern Mindanao),Bukidnon,Baungon,San Roque,Fiber,Family,
4929-BSTRX,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,2998.7999999999997,2998.7999999999997,Yes,,,,SMB,At-Risk,Region I (Ilocos Region),Pangasinan,Sual,San Juan,Mobile,Business,
4163-HFTUK,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1069.6000000000001,56436.799999999996,No,,,,Residential,At-Risk,Cordillera Administrative Region (CAR),Benguet,Kabayan,Bagong Silang,Wireless,Family,
8215-NGSPE,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1120.0,46678.799999999996,No,,,,Startup,Active,Region II (Cagayan Valley),Nueva Vizcaya,Dupax del Sur,Rizal,Mobile,Business,
2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),5258.400000000001,368426.8,Yes,,,,Residential,Active,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tabina,Rizal,Fiber,Business,
8859-YSTWS,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1117.2,56252.0,No,,,,Residential,Active,Region VIII (Eastern Visayas),Leyte,Mahaplag,East,Fiber,Postpaid,
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,6336.400000000001,439936.0,Yes,,,,Residential,At-Risk,Region IV-A (CALABARZON),Laguna,City of Santa Rosa,Santa Maria,DSL,Prepaid,
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1344.0,66250.8,No,,,,Startup,Active,Region VI (Western Visayas),Aklan,New Washington,West,Fiber,Unlimited,
2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,4757.2,121506.0,Yes,,,,Residential,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Pagayawan,San Isidro,Mobile,Prepaid,
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4508.0,50226.4,Yes,,,,SMB,Active,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tabina,Maligaya,Wireless,Family,
4667-OHGKG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1080.8,1080.8,Yes,,,,SMB,At-Risk,National Capital Region (NCR),NCR,City of Caloocan,Santa Maria,Cable,Prepaid,
1998-VHJHK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1072.3999999999999,28075.600000000002,No,,,,Enterprise,Active,Region X (Northern Mindanao),Bukidnon,San Fernando,East,Mobile,Business,
1707-HABPF,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),5112.8,231075.60000000003,No,,,,Startup,Active,Region XII (SOCCSKSARGEN),Sultan Kudarat,President Quirino,Poblacion,DSL,Family,
1660-HSOOQ,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,2780.4,2780.4,Yes,,,,SMB,At-Risk,Region VII (Central Visayas),Bohol,Antequera,Santa Maria,Cable,Prepaid,
7253-UVNDW,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),3043.6,137768.4,Yes,,,,Enterprise,At-Risk,Region XIII (Caraga),Dinagat Islands,Basilisa,San Juan,Cable,Business,
0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1072.3999999999999,26745.600000000002,No,,,,Residential,At-Risk,Region II (Cagayan Valley),Cagayan,Abulug,San Roque,DSL,Prepaid,
7228-OMTPN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4953.2,20756.399999999998,Yes,,,,Residential,At-Risk,Region XII (SOCCSKSARGEN),Sultan Kudarat,Kalamansig,East,Fiber,Unlimited,
5063-IUOKK,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1106.0,14882.0,No,,,,SMB,At-Risk,Region IV-A (CALABARZON),Quezon,Mulanay,Poblacion,Cable,Postpaid,
4508-OEBEY,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),4228.0,135769.19999999998,No,,,,SMB,Active,National Capital Region (NCR),NCR,City of Taguig,San Juan,DSL,Family,
0027-KWYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4690.0,103597.2,No,,,,Residential,At-Risk,National Capital Region (NCR),NCR,City of Pasig,San Jose,Wireless,Family,
2308-STERM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1086.3999999999999,3418.7999999999997,No,,,,Enterprise,At-Risk,Region VIII (Eastern Visayas),Eastern Samar,City of Borongan,San Vicente,DSL,Postpaid,
5982-XMDEX,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1484.0,95118.8,No,,,,Enterprise,Active,Region I (Ilocos Region),Ilocos Norte,Pagudpud,East,DSL,Prepaid,
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5068.0,106993.59999999999,Yes,,,,Residential,At-Risk,MIMAROPA Region,Romblon,Calatrava,Santa Maria,Mobile,Unlimited,
6051-PTVNS,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1072.3999999999999,55893.6,No,,,,Startup,At-Risk,Region I (Ilocos Region),La Union,Bagulin,San Jose,Mobile,Prepaid,
2344-JMOGN,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,5311.599999999999,49873.6,Yes,,,,SMB,Active,Cordillera Administrative Region (CAR),Ifugao,Mayoyao,Santa Cruz,DSL,Business,
3799-ISUZQ,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3917.2000000000003,29652.0,Yes,,,,Enterprise,At-Risk,Region III (Central Luzon),Pampanga,Porac,San Jose,Cable,Unlimited,
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,2290.4,77481.59999999999,No,,,,SMB,At-Risk,Region V (Bicol Region),Masbate,Palanas,San Vicente,Mobile,Unlimited,
9152-AMKAK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,4494.0,27630.399999999998,No,,,,Enterprise,At-Risk,Region IV-A (CALABARZON),Cavite,Tanza,San Roque,Cable,Prepaid,
1794-HBQTJ,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2721.6,2721.6,Yes,,,,Enterprise,Active,MIMAROPA Region,Palawan,Agutaya,West,Mobile,Postpaid,
9432-VOFYX,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3964.7999999999997,67592.0,No,,,,SMB,At-Risk,MIMAROPA Region,Palawan,Busuanga,Maligaya,Wireless,Prepaid,
8049-WJCLQ,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,3371.2000000000003,31556.0,No,,,,Enterprise,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Basilan,Ungkaya Pukan,Santo Nino,Cable,Business,
6586-PSJOX,Male,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),3091.2000000000003,48414.799999999996,No,,,,Residential,At-Risk,Region X (Northern Mindanao),Lanao del Norte,Kolambugan,Centro,DSL,Postpaid,
2460-FPSYH,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3124.7999999999997,118123.59999999999,Yes,,,,Enterprise,Active,Region VII (Central Visayas),Cebu,Ginatilan,Centro,Wireless,Prepaid,
9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),3032.4,39258.799999999996,No,,,,SMB,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Gen. S.K. Pendatun,San Isidro,DSL,Business,
4818-DRBQT,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4488.400000000001,126854.0,Yes,,,,SMB,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Sultan Kudarat,East,Cable,Postpaid,
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4228.0,12353.6,Yes,,,,SMB,Active,Region III (Central Luzon),Bulacan,Angat,Santa Maria,Fiber,Postpaid,
6847-KJLTS,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5622.400000000001,321988.8,No,,,,Startup,Active,Region XIII (Caraga),Dinagat Islands,San Jose,Santo Nino,Mobile,Unlimited,
9670-BPNXF,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),3502.7999999999997,156601.19999999998,No,,,,Enterprise,Active,Region III (Central Luzon),Nueva Ecija,Bongabon,San Jose,Cable,Prepaid,
3913-FCUUW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),3945.2000000000003,289279.2,No,,,,Startup,At-Risk,National Capital Region (NCR),NCR,City of Parañaque,Santo Nino,Wireless,Business,
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),4788.0,319009.60000000003,No,,,,Startup,Active,Region XIII (Caraga),Surigao del Norte,San Isidro,San Roque,Cable,Postpaid,
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1131.2,1131.2,Yes,,,,Startup,At-Risk,Region IV-A (CALABARZON),Quezon,Padre Burgos,East,Wireless,Unlimited,
9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,3052.0,116258.80000000002,No,,,,Startup,Active,MIMAROPA Region,Palawan,Roxas,Poblacion,DSL,Postpaid,
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1162.0,2475.2000000000003,No,,,,Residential,At-Risk,Region XIII (Caraga),Agusan del Norte,Santiago,San Jose,Fiber,Postpaid,
9932-WBWIK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1139.6000000000001,12054.0,No,,,,Startup,Active,National Capital Region (NCR),NCR,City of Makati,San Juan,DSL,Business,
4619-EVPHY,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5096.0,104132.0,No,,,,Residential,At-Risk,Region XI (Davao Region),Davao Oriental,Banaybanay,Rizal,Fiber,Prepaid,
5286-YHCVC,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),5868.8,418325.60000000003,No,,,,Startup,At-Risk,MIMAROPA Region,Palawan,Narra,San Juan,Wireless,Prepaid,
6424-ELEYH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4186.0,12852.0,Yes,,,,Residential,Active,National Capital Region (NCR),NCR,City of Caloocan,Rizal,Cable,Unlimited,
4391-RESHN,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,5826.8,138325.6,Yes,,,,Enterprise,At-Risk,Region XII (SOCCSKSARGEN),Cotabato,M'Lang,San Juan,DSL,Postpaid,
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,2861.6,117202.40000000001,No,,,,SMB,Active,Region VII (Central Visayas),Bohol,Loay,Santa Cruz,Cable,Unlimited,
4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5028.8,315254.8,No,,,,Residential,Active,Negros Island Region (NIR),Negros Occidental,City of Sagay,West,Wireless,Business,
8963-MQVYN,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1150.8,26311.600000000002,No,,,,Enterprise,Active,Region II (Cagayan Valley),Batanes,Sabtang,San Roque,Wireless,Postpaid,
2458-EOMRE,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),3586.7999999999997,41101.200000000004,No,,,,Residential,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Sitangkai,Santa Maria,Wireless,Business,
9334-GWGOW,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4191.599999999999,27174.0,No,,,,Startup,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Madamba,Santa Maria,Cable,Family,
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,5412.400000000001,69692.0,Yes,,,,Residential,Active,Region III (Central Luzon),Pampanga,Arayat,San Juan,Mobile,Postpaid,
